"nro","latitud","longitud"
2241,-39.25,-59.03
2242,-39.07,-58.61
2243,-39.15,-58.77
2244,-39.22,-58.94
2245,-39.33,-59.34
2246,-39.27,-59.15
2247,-39.2,-58.98
2248,-39.69,-59.44
2249,-39.66,-59.42
2250,-39.21,-58.95
2251,-39.14,-58.77
2252,-39.08,-58.58
2253,-39.58,-57.34
2254,-39.72,-57.37
2255,-39.86,-57.4
2256,-39.94,-57.45
2257,-39.4,-58.05
2258,-39.53,-57.68
2259,-39.43,-57.95
2260,-39.99,-57.47
2261,-39.43,-58.02
2262,-39.48,-57.92
2263,-39.43,-58.02
2264,-39.95,-57.44
2265,-39.4,-58.27
2266,-39.48,-57.92
2267,-39.47,-57.6
2268,-39.85,-57.65
2269,-39.96,-57.78
2270,-39.45,-58
2271,-39.45,-57.7
2272,-39.47,-58
2273,-39.47,-58
2274,-39.52,-57.7
2275,-39.43,-58.12
2276,-39.47,-58
2277,-39.55,-57.67
2278,-39.55,-57.67
2279,-39.37,-58.35
2280,-39.27,-58.12
2281,-39.33,-58.4
2282,-39.23,-58.2
2283,-39.95,-56.95
2284,-39.83,-56.81
2285,-39.35,-58.2
2286,-39.25,-58.2
2287,-39.37,-58.4
2288,-39.8,-56.75
2289,-39.91,-56.88
2290,-39.9,-56.96
2291,-39.9,-56.97
2292,-39.99,-57.09
2293,-39.37,-58.27
2294,-39.37,-57.98
2295,-39.35,-58.25
2296,-39.86,-57.14
2297,-39.86,-57.12
2298,-39.35,-58.32
2299,-39.2,-58.12
2300,-39,-58.27
2301,-39.13,-58.15
2302,-38.95,-58.32
2303,-39.37,-58.27
2304,-39.25,-58
2305,-39.35,-58.32
2306,-39.86,-57.14
2307,-39.35,-58.27
2308,-39.4,-58.75
2309,-39.42,-58.42
2310,-39.38,-58.2
2311,-39.2,-57.97
2312,-39.25,-57.58
2313,-39.9,-57.16
2314,-39.25,-57.97
2315,-39.25,-57.63
2316,-39.32,-57.3
2317,-39.69,-56.46
2318,-39.83,-56.49
2319,-39.96,-56.53
2320,-39.28,-57.7
2321,-39.15,-57.43
2322,-39.3,-57.63
2323,-39.64,-56.96
2324,-39.72,-57.12
2325,-39.8,-57.27
2326,-39.33,-57.85
2327,-39.28,-57.5
2328,-39.25,-57.77
2329,-39.5,-56.41
2330,-39.39,-56.27
2331,-39.28,-56.14
2332,-39.33,-57.48
2333,-39.4,-57.48
2334,-39.32,-57.85
2335,-39.25,-56.31
2336,-39.4,-56.32
2337,-39.51,-56.45
2338,-39.47,-57.97
2339,-39.55,-57.62
2340,-39.47,-57.98
2341,-39.14,-56.31
2342,-39.27,-56.32
2343,-39.4,-56.32
2344,-39.44,-56.4
2345,-39.33,-56.37
2346,-39.25,-56.53
2347,-39.58,-56.55
2348,-39.5,-56.45
2349,-39.41,-56.34
2350,-38.35,-57.08
2351,-38.6,-57.48
2352,-39.85,-57.16
2353,-39.71,-57.07
2354,-39.33,-58.38
2355,-39.42,-58.12
2356,-39.48,-57.78
2357,-39.03,-58.02
2358,-39.4,-58.2
2359,-39.48,-57.83
2360,-39.48,-57.52
2361,-39.18,-58.14
2362,-38.93,-57.99
2363,-39.11,-58.15
2364,-39.48,-57.87
2365,-39.55,-57.52
2366,-39.55,-57.25
2367,-39.95,-58.31
2368,-39.3,-58.47
2369,-39.4,-58.22
2370,-39.45,-57.93
2371,-39.3,-58.48
2372,-39.4,-58.22
2373,-39.45,-57.92
2374,-39.32,-58.47
2375,-39.4,-58.22
2376,-39.5,-57.88
2377,-39.33,-58.48
2378,-39.42,-58.22
2379,-39.5,-57.88
2380,-39.33,-58.45
2381,-39.43,-58.13
2382,-39.47,-57.83
2383,-39.33,-58.47
2384,-39.43,-58.15
2385,-39.47,-57.85
2386,-39.33,-58.43
2387,-39.42,-58.13
2388,-39.35,-58.45
2389,-39.4,-58.12
2390,-39.23,-57.85
2391,-39.39,-58.51
2392,-39.62,-58.55
2393,-39.35,-57.95
2394,-39.2,-57.77
2395,-39.35,-57.97
2396,-39.2,-57.75
2397,-39.76,-58.78
2398,-39.63,-58.54
2399,-39.46,-58.3
2400,-39.32,-58.43
2401,-39.4,-58.13
2402,-39.33,-57.85
2403,-39.69,-59.01
2404,-39.87,-59
2405,-39.65,-58.91
2406,-39.53,-58.83
2407,-39.32,-58.42
2408,-39.33,-58.15
2409,-39.3,-57.88
2410,-39.96,-56.31
2411,-39.82,-56.29
2412,-39.2,-58.49
2413,-39.49,-58.58
2414,-39.38,-58.39
2415,-39.28,-58.37
2416,-39.23,-57.87
2417,-39.43,-58
2418,-39.3,-58.3
2419,-39.23,-57.95
2420,-39.43,-58.02
2421,-39.67,-56.3
2422,-39.36,-56.3
2423,-39.37,-56.31
2424,-39.35,-58.45
2425,-39.51,-58.6
2426,-39.56,-58.7
2427,-39.37,-58.03
2428,-39.2,-57.82
2429,-39.4,-57.95
2430,-39.38,-58.02
2431,-39.2,-57.82
2432,-39.4,-57.95
2433,-38.83,-55.73
2434,-38.68,-55.7
2435,-38.53,-55.66
2436,-39.77,-58.98
2437,-39.56,-58.97
2438,-39.8,-58.95
2439,-39.3,-58.5
2440,-39.38,-58.25
2441,-39.2,-57.9
2442,-39.4,-58.25
2443,-39.43,-58
2444,-39.22,-57.9
2445,-39.54,-58.46
2446,-39.34,-58.41
2447,-39.37,-58.7
2448,-38.84,-55.72
2449,-38.84,-55.9
2450,-38.84,-56.08
2451,-39.67,-59
2452,-39.47,-58.47
2453,-39.35,-58.28
2454,-39.22,-58.02
2455,-39.38,-58.27
2456,-39.23,-57.98
2457,-39.12,-57.73
2458,-39.69,-58.99
2459,-39.48,-58.93
2460,-39.67,-58.71
2461,-39.03,-55.85
2462,-38.89,-55.75
2463,-38.76,-55.68
2464,-39.35,-58.28
2465,-39.22,-58.02
2466,-39.05,-57.72
2467,-39.5,-58.6
2468,-39.51,-58.92
2469,-39.55,-58.82
2470,-39.37,-58.25
2471,-39.22,-57.97
2472,-39.07,-57.7
2473,-39.5,-58.89
2474,-39.7,-59.05
2475,-39.9,-59.15
2476,-39.65,-58.97
2477,-39.49,-58.93
2478,-39.63,-58.87
2479,-39.47,-58.93
2480,-39.02,-57.68
2481,-39.35,-58.3
2482,-39.18,-58
2483,-39.35,-58.3
2484,-39.18,-58.02
2485,-39.03,-57.7
2486,-39.35,-58.3
2487,-39.18,-58.02
2488,-39.07,-57.62
2489,-39.03,-57.87
2490,-39.28,-56.98
2491,-39.03,-56.77
2492,-38.9,-56.72
2493,-39.07,-55.81
2494,-38.93,-55.72
2495,-38.79,-55.96
2496,-39.07,-56.92
2497,-38.88,-56.82
2498,-39.02,-57.02
2499,-39.44,-58.89
2500,-39.41,-58.56
2501,-38.86,-55.7
2502,-38.71,-55.62
2503,-38.56,-55.58
2504,-39,-57.77
2505,-39,-57.42
2506,-38.9,-57.2
2507,-38.76,-55.65
2508,-38.6,-55.62
2509,-38.98,-57.77
2510,-38.97,-57.42
2511,-38.83,-57.15
2512,-39,-57.79
2513,-38.98,-57.44
2514,-38.98,-57.44
2515,-39.34,-56.03
2516,-39.47,-56.1
2517,-39.6,-56.14
2518,-38.98,-57.7
2519,-39.02,-57.42
2520,-39.12,-57.72
2521,-39.75,-59.01
2522,-40,-59
2523,-38.99,-57.71
2524,-39.04,-57.42
2525,-39.06,-57.72
2526,-39.96,-56.8
2527,-38.98,-57.82
2528,-39.03,-57.55
2529,-38.98,-57.9
2530,-39,-57.84
2531,-39.03,-57.54
2532,-39,-57.9
2533,-39.93,-58.73
2534,-39.1,-57.78
2535,-38.83,-57.45
2536,-39.17,-57.79
2537,-38.92,-57.65
2538,-38.82,-57.4
2539,-38.94,-57.69
2540,-38.81,-57.42
2541,-38.7,-57.29
2542,-38.91,-57.64
2543,-38.9,-57.34
2544,-38.78,-57
2545,-38.98,-57.82
2546,-38.79,-57.56
2547,-38.67,-57.21
2548,-38.88,-57.36
2549,-38.7,-57
2550,-39.07,-58.05
2551,-38.97,-57.77
2552,-39.02,-57.64
2553,-39.38,-58.44
2554,-39.4,-58.67
2555,-39.38,-58.4
2556,-39.14,-57.99
2557,-39.18,-57.85
2558,-39.22,-58.14
2559,-39.33,-58.72
2560,-39.34,-58.43
2561,-39.36,-58.67
2562,-39.27,-58.38
2563,-39.22,-58.11
2564,-39.31,-58.39
2565,-39.35,-58.38
2566,-39.36,-58.6
2567,-39.37,-58.31
2568,-39.28,-58.37
2569,-39.21,-58.09
2570,-39.31,-58.32
2571,-39.67,-57.76
2572,-39.88,-57.79
2573,-39.27,-58.87
2574,-39.34,-58.31
2575,-39.34,-57.98
2576,-39.4,-57.68
2577,-39.52,-58.03
2578,-39.38,-58.88
2579,-38.9,-57.5
2580,-38.73,-57.39
2581,-38.9,-57.46
2582,-39.43,-58.65
2583,-39.45,-58.74
2584,-38.82,-57.51
2585,-38.64,-57.38
2586,-38.79,-57.5
2587,-38.8,-57.51
2588,-38.66,-57.48
2589,-38.64,-57.32
2590,-39.94,-57.51
2591,-39.87,-55.1
2592,-39.87,-55.07
2593,-39.83,-54.95
2594,-39.86,-54.89
2595,-39.82,-54.87
2596,-39.89,-56.87
2597,-38.82,-54.84
2598,-39.83,-54.88
2599,-39.83,-54.93
2600,-39.84,-54.92
2601,-39.78,-55.98
2602,-39.8,-56.86
2603,-39.73,-56.95
2604,-39.49,-54.72
2605,-39.47,-54.82
2606,-39.5,-54.69
2607,-39.5,-54.67
2608,-39.4,-54.8
2609,-39.41,-54.78
2610,-39.51,-54.66
2611,-39.53,-54.63
2612,-39.64,-56.95
2613,-39.64,-56.96
2614,-39.89,-56.86
2615,-39.99,-56.54
2616,-39.42,-54.77
2617,-39.43,-54.75
2618,-39.37,-54.82
2619,-39.78,-56
2620,-39.58,-55.88
2621,-39.77,-56
2622,-39.78,-56
2623,-39.61,-55.88
2624,-39.8,-55.98
2625,-39.9,-56.49
2626,-39.88,-56.22
2627,-37.96,-54.08
2628,-37.87,-54.06
2629,-39.8,-56
2630,-39.67,-55.93
2631,-39.48,-55.83
2632,-39.81,-56
2633,-39.67,-55.92
2634,-39.51,-55.84
2635,-39.89,-56.25
2636,-37.89,-54.2
2637,-39.62,-56.42
2638,-39.58,-56.09
2639,-39.45,-55.83
2640,-39.34,-55.85
2641,-39.14,-55.77
2642,-38.97,-55.67
2643,-39.3,-55.82
2644,-39.1,-55.74
2645,-38.93,-55.58
2646,-39.31,-55.79
2647,-39.07,-55.67
2648,-38.82,-55.53
2649,-39.52,-55.89
2650,-39.31,-55.8
2651,-39.2,-55.76
2652,-39.88,-56.31
2653,-39.21,-56.18
2654,-39.54,-55.92
2655,-39.39,-55.87
2656,-39.55,-55.94
2657,-39.84,-56.28
2658,-39.63,-56.16
2659,-39.47,-56.92
2660,-39.56,-56
2661,-39.47,-55.88
2662,-39.58,-55.85
2663,-39.78,-56.07
2664,-39.6,-56
2665,-39.5,-55.98
2666,-39.66,-56.01
2667,-39.92,-57.44
2668,-39.5,-55.92
2669,-39.41,-55.86
2670,-39.58,-55.9
2671,-39.51,-55.91
2672,-39.31,-55.79
2673,-39.11,-55.65
2674,-39.5,-55.91
2675,-39.32,-55.78
2676,-39.46,-55.82
2677,-39.54,-56.03
2678,-39.54,-56.09
2679,-39.26,-55.93
2680,-38.97,-55.81
2681,-38.76,-55.71
2682,-38.58,-55.69
2683,-39.8,-56.02
2684,-39.63,-55.9
2685,-38.71,-55.61
2686,-38.65,-55.6
2687,-38.32,-55.59
2688,-39.88,-56.04
2689,-39.78,-55.96
2690,-38.72,-55.61
2691,-38.49,-55.58
2692,-38.31,-55.6
2693,-38.6,-55.71
2694,-38.36,-55.02
2695,-38.06,-55.3
2696,-38.62,-55.72
2697,-38.39,-55.65
2698,-38.15,-55.57
2699,-39.5,-55.84
2700,-39.27,-55.69
2701,-39,-55.56
2702,-39.32,-55.88
2703,-39.08,-55.72
2704,-38.89,-55.77
2705,-39,-55.83
2706,-38.8,-55.74
2707,-38.67,-55.67
2708,-39,-55.85
2709,-38.86,-55.74
2710,-38.94,-55.76
2711,-39.42,-55.96
2712,-39.19,-55.86
2713,-38.95,-55.8
2714,-39.42,-55.95
2715,-39.22,-55.85
2716,-38.97,-55.8
2717,-39.49,-55.99
2718,-39.37,-55.97
2719,-39.56,-55.88
2720,-39.49,-55.99
2721,-39.36,-56.05
2722,-39.56,-56.18
2723,-39.55,-55.92
2724,-39.46,-55.89
2725,-39.55,-55.86
2726,-39.92,-56.79
2727,-39.52,-55.98
2728,-39.47,-55.91
2729,-39.53,-56.85
2730,-39.55,-55.91
2731,-39.36,-55.79
2732,-39.54,-55.87
2733,-39.53,-55.9
2734,-39.34,-55.79
2735,-39.53,-55.85
2736,-39.52,-55.9
2737,-39.36,-55.79
2738,-39.56,-55.92
2739,-39.53,-55.9
2740,-39.34,-55.77
2741,-39.53,-55.85
2742,-39.35,-55.83
2743,-38.93,-55.93
2744,-39.33,-55.82
2745,-39.17,-55.77
2746,-39.35,-55.85
2747,-39.48,-55.88
2748,-39.28,-55.76
2749,-39.1,-55.66
2750,-37.84,-55.67
2751,-37.68,-55.95
2752,-37.58,-54.89
2753,-38,-55.44
2754,-37.81,-55.21
2755,-37.69,-55.03
2756,-37.94,-55.27
2757,-37.77,-55.13
2758,-37.64,-54.96
2759,-37.9,-55.32
2760,-37.76,-55.13
2761,-37.64,-54.94
2762,-37.87,-55.18
2763,-37.72,-55.01
2764,-37.84,-55.11
2765,-37.87,-55.16
2766,-37.71,-55
2767,-37.83,-55.09
2768,-37.64,-54.93
2769,-37.77,-55.1
2770,-37.58,-54.94
2771,-37.96,-55.21
2772,-37.76,-55.05
2773,-37.57,-54.86
2774,-39.61,-55.88
2775,-39.8,-56.03
2776,-37.75,-55.04
2777,-37.59,-54.88
2778,-37.45,-54.71
2779,-37.7,-54.98
2780,-37.52,-54.78
2781,-37.4,-54.63
2782,-37.55,-54.84
2783,-37.41,-54.69
2784,-37.59,-54.89
2785,-39.31,-55.8
2786,-39.11,-55.7
2787,-38.93,-55.59
2788,-39.39,-55.84
2789,-39.21,-55.74
2790,-39.39,-55.78
2791,-39.46,-55.89
2792,-39.34,-55.79
2793,-39.52,-55.88
2794,-38.94,-55.61
2795,-38.74,-55.51
2796,-38.47,-55.42
2797,-39.55,-56.04
2798,-39.39,-55.97
2799,-39.25,-55.93
2800,-39.31,-56.05
2801,-39.56,-56.07
2802,-39.38,-55.98
2803,-39.15,-55.86
2804,-39.63,-57.17
2805,-39.74,-57.16
2806,-39.41,-55.99
2807,-39.19,-55.86
2808,-38.95,-55.71
2809,-39.56,-56.07
2810,-39.35,-55.98
2811,-39.1,-55.89
2812,-39.57,-56.07
2813,-39.34,-55.98
2814,-39.11,-55.88
2815,-39.87,-56.22
2816,-39.89,-56.66
2817,-39.86,-56.65
2818,-39.99,-56.63
2819,-39.8,-56.66
2820,-39.93,-56.72
2821,-39.93,-56.19
2822,-39.76,-56.1
2823,-39.91,-56.2
2824,-39.91,-56.69
2825,-39.87,-56.27
2826,-39.97,-56.3
2827,-39.84,-56.16
2828,-39.7,-56.13
2829,-39.5,-56.05
2830,-39.83,-56.28
2831,-39.93,-56.48
2832,-40,-56.27
2833,-39.83,-56.1
2834,-39.62,-55.92
2835,-39.95,-56.28
2836,-39.77,-56.13
2837,-39.62,-56.02
2838,-39.48,-55.93
2839,-39.8,-56.07
2840,-39.99,-56.18
2841,-39.81,-56.04
2842,-39.69,-55.97
2843,-39.97,-56.23
2844,-39.78,-56.1
2845,-39.78,-56.1
2846,-39.97,-56.18
2847,-39.75,-56.02
2848,-39.6,-55.9
2849,-39.98,-56.18
2850,-39.79,-55.99
2851,-39.52,-55.88
2852,-39.45,-55.93
2853,-39.64,-56.07
2854,-39.93,-56.2
2855,-39.75,-56.08
2856,-39.57,-55.92
2857,-39.99,-56.16
2858,-39.91,-56.09
2859,-39.95,-56.17
2860,-39.77,-56.05
2861,-39.57,-56.9
2862,-37.97,-55.37
2863,-37.77,-55.22
2864,-37.55,-55.02
2865,-38,-55.38
2866,-37.8,-55.22
2867,-37.63,-55.02
2868,-39.78,-56.02
2869,-37.8,-55.22
2870,-37.57,-55.05
2871,-37.37,-54.87
2872,-37.83,-55.2
2873,-37.63,-54.98
2874,-37.45,-54.78
2875,-37.97,-55.28
2876,-37.97,-55.25
2877,-37.77,-55.13
2878,-37.57,-54.92
2879,-38.62,-55.52
2880,-38.4,-55.42
2881,-38.18,-55.33
2882,-39.54,-55.87
2883,-39.31,-55.79
2884,-39.11,-55.71
2885,-37.63,-54.93
2886,-37.45,-54.73
2887,-37.3,-54.58
2888,-39.3,-55.82
2889,-39.16,-55.71
2890,-38.94,-55.59
2891,-39.27,-55.88
2892,-39.1,-55.78
2893,-38.95,-55.7
2894,-37.7,-55
2895,-37.53,-54.87
2896,-37.53,-54.93
2897,-37.72,-55
2898,-39.16,-55.74
2899,-38.99,-55.64
2900,-38.84,-55.56
2901,-39.15,-55.75
2902,-38.93,-55.65
2903,-38.82,-55.58
2904,-37.62,-54.92
2905,-37.45,-54.73
2906,-37.47,-54.8
2907,-39.13,-55.72
2908,-38.93,-55.6
2909,-38.8,-55.51
2910,-39.15,-55.77
2911,-38.93,-55.63
2912,-38.78,-55.55
2913,-39.12,-55.72
2914,-38.98,-55.6
2915,-39.13,-55.67
2916,-38.98,-56.54
2917,-39.07,-56.43
2918,-39.16,-56.33
2919,-39.18,-55.74
2920,-39.05,-55.67
2921,-39.22,-55.76
2922,-39.17,-55.77
2923,-38.95,-55.58
2924,-38.77,-55.52
2925,-38.7,-55.53
2926,-38.92,-55.6
2927,-38.7,-55.47
2928,-39.61,-56.35
2929,-39.75,-56.35
2930,-39.89,-56.35
2931,-39.2,-55.76
2932,-39.43,-55.85
2933,-39.56,-55.9
2934,-39.4,-55.75
2935,-39.43,-55.85
2936,-39.55,-55.76
2937,-39.57,-56.22
2938,-39.47,-56.03
2939,-39.55,-56.28
2940,-39.57,-56.23
2941,-39.62,-56.08
2942,-39.47,-56.2
2943,-38.99,-55.83
2944,-38.88,-55.77
2945,-38.75,-55.7
2946,-39.53,-55.9
2947,-39.36,-55.79
2948,-39.18,-55.69
2949,-39.52,-55.88
2950,-39.35,-55.78
2951,-39.24,-55.68
2952,-38.4,-56.93
2953,-38.23,-56.73
2954,-39.25,-55.77
2955,-38.78,-55.74
2956,-38.65,-55.67
2957,-38.51,-55.61
2958,-39.53,-55.86
2959,-39.31,-55.75
2960,-39.07,-55.63
2961,-39.35,-55.77
2962,-39.12,-55.66
2963,-38.89,-55.54
2964,-39.26,-55.69
2965,-39.26,-55.7
2966,-39.04,-55.6
2967,-38.92,-55.6
2968,-38.68,-55.48
2969,-39.9,-57.38
2970,-38.82,-55.5
2971,-39.29,-55.71
2972,-39.07,-55.61
2973,-38.85,-55.5
2974,-39.86,-57.32
2975,-39.59,-59.03
2976,-39.78,-59.09
2977,-37.82,-56.59
2978,-37.7,-56.48
2979,-37.58,-56.39
2980,-37.5,-56.34
2981,-37.71,-56.51
2982,-37.58,-56.4
2983,-37.47,-56.28
2984,-37.68,-56.5
2985,-37.56,-56.4
2986,-37.56,-56.45
2987,-38.21,-56.96
2988,-38.25,-57.04
2989,-38.3,-57.11
2990,-38.38,-57.27
2991,-38.36,-57.27
2992,-38.45,-57.42
2993,-38.54,-57.57
2994,-38.43,-57.41
2995,-38.33,-57.25
2996,-38.33,-57.27
2997,-38.43,-57.48
2998,-38.34,-57.31
2999,-38.25,-57.16
3000,-38.54,-57.7
3001,-38.46,-57.53
3002,-38.37,-57.39
3003,-39.97,-59.21
3004,-38.67,-57.99
3005,-38.6,-57.81
3006,-38.53,-57.65
3007,-38.45,-57.52
3008,-38.53,-57.67
3009,-38.6,-57.84
3010,-38.34,-57.3
3011,-38.43,-57.46
3012,-38.52,-57.6
3013,-38.42,-57.4
3014,-38.51,-57.54
3015,-38.57,-57.65
3016,-38.6,-57.65
3017,-38.42,-57.37
3018,-38.49,-57.53
3019,-38.56,-57.68
3020,-38.75,-58.14
3021,-38.67,-57.97
3022,-38.61,-57.8
3023,-38.77,-58.16
3024,-38.69,-57.98
3025,-38.63,-57.81
3026,-38.74,-58.05
3027,-38.81,-58.22
3028,-38.88,-58.38
3029,-38.85,-58.28
3030,-38.75,-58.11
3031,-38.82,-58.28
3032,-38.87,-58.34
3033,-38.8,-58.19
3034,-38.63,-57.78
3035,-38.72,-57.96
3036,-38.8,-58.13
3037,-38.5,-57.51
3038,-38.59,-57.68
3039,-38.68,-57.85
3040,-39.93,-59.02
3041,-38.48,-57.47
3042,-38.56,-57.65
3043,-38.64,-57.82
3044,-39.9,-59.28
3045,-38.44,-57.37
3046,-38.48,-57.46
3047,-38.58,-57.62
3048,-38.35,-57.22
3049,-38.45,-57.37
3050,-38.55,-57.53
3051,-38.21,-56.97
3052,-38.31,-57.13
3053,-38.41,-57.29
3054,-38.55,-57.61
3055,-38.63,-57.79
3056,-38.71,-57.96
3057,-38.71,-57.92
3058,-38.63,-57.76
3059,-38.55,-57.6
3060,-38.86,-58.25
3061,-38.71,-57.89
3062,-38.78,-58.07
3063,-39.1,-58.66
3064,-39.17,-58.85
3065,-39.22,-59.03
3066,-38.88,-58.35
3067,-38.8,-58.19
3068,-38.75,-58.09
3069,-38.73,-58.05
3070,-38.66,-57.9
3071,-38.59,-57.73
3072,-38.69,-57.98
3073,-38.61,-57.81
3074,-38.58,-57.66
3075,-38.62,-58.76
3076,-38.71,-57.94
3077,-38.78,-58.11
3078,-38.62,-57.69
3079,-38.54,-57.52
3080,-38.45,-57.36
3081,-38.71,-57.97
3082,-38.64,-57.8
3083,-38.56,-57.63
3084,-39.13,-58.76
3085,-39.19,-58.95
3086,-39.26,-59.13
3087,-39.27,-59.13
3088,-39.18,-58.95
3089,-39.24,-59.13
3090,-39.36,-59.49
3091,-39.28,-59.3
3092,-39.23,-59.11
3093,-38.86,-58.3
3094,-38.79,-58.13
3095,-38.71,-57.95
3096,-39.17,-58.81
3097,-39.22,-58.98
3098,-39.28,-59.17
3099,-39.3,-59.34
3100,-39.25,-59.15
3101,-39.35,-59.46
3102,-39.27,-59.29
3103,-39.23,-59.09
3104,-39.34,-59.38
3105,-39.28,-59.2
3106,-38.89,-58.44
3107,-38.85,-58.25
3108,-38.79,-58.07
3109,-38.85,-58.28
3110,-38.8,-58.07
3111,-38.86,-58.26
3112,-38.86,-58.33
3113,-38.8,-58.14
3114,-38.82,-58.26
3115,-38.67,-57.89
3116,-38.74,-58.06
3117,-38.8,-58.25
3118,-38.57,-57.66
3119,-38.64,-57.83
3120,-38.7,-58.01
3121,-38.46,-57.44
3122,-38.54,-57.62
3123,-38.6,-57.79
3124,-38.75,-58.19
3125,-38.68,-58.02
3126,-38.61,-57.84
3127,-39.15,-58.93
3128,-39.2,-59.12
3129,-39.26,-59.22
3130,-39.24,-59.2
3131,-39.18,-59.01
3132,-39.13,-58.82
3133,-39.33,-59.36
3134,-39.27,-59.18
3135,-39.21,-58.99
3136,-39.34,-59.36
3137,-39.29,-59.18
3138,-39.6,-59.37
3139,-39.74,-59.47
3140,-39.97,-58.56
3141,-39.32,-57.41
3142,-38.77,-58.09
3143,-38.71,-57.94
3144,-38.64,-57.78
3145,-35.37,-53.8
3146,-39.72,-57.88
3147,-39.83,-57.9
3148,-39.98,-57.9
3149,-35.63,-54.35
3150,-38.98,-58.99
3151,-39.05,-59.21
3152,-39.09,-59.44
3153,-37.28,-56.47
3154,-37.47,-56.8
3155,-39.19,-59.32
3156,-39.11,-59.16
3157,-39.14,-59.38
3158,-38.9,-59.5
3159,-38.87,-59.44
3160,-38.91,-59.3
3161,-38.91,-59.43
3162,-39.31,-59.29
3163,-39.39,-59.46
3164,-39.39,-59.46
3165,-39.32,-59.28
3166,-39.25,-59.1
3167,-39.4,-59.46
3168,-39.33,-59.28
3169,-39.4,-59.42
3170,-39.31,-59.21
3171,-39.38,-59.37
3172,-39.37,-59.38
3173,-39.31,-59.2
3174,-39.39,-59.35
3175,-39.39,-59.4
3176,-39.32,-59.19
3177,-39.4,-59.35
3178,-39.37,-59.49
3179,-39.3,-59.32
3180,-39.32,-59.16
3181,-39.4,-59.32
3182,-39.48,-59.5
3183,-39.67,-59.37
3184,-39.79,-59.47
3185,-39.38,-59.5
3186,-39.31,-59.33
3187,-39.24,-59.16
3188,-39.33,-59.45
3189,-39.26,-59.27
3190,-39.2,-59.1
3191,-39.41,-59.48
3192,-39.33,-59.3
3193,-39.26,-59.12
3194,-39.95,-57.38
3195,-39.8,-56.25
3196,-39.94,-56.3
3197,-39.73,-56.24
3198,-39.88,-56.27
3199,-39.73,-56.2
3200,-39.88,-56.26
3201,-39.74,-56.18
3202,-39.87,-56.22
3203,-38.99,-55.85
3204,-38.87,-55.78
3205,-38.74,-55.71
3206,-39.61,-56.22
3207,-39.75,-56.23
3208,-39.88,-56.29
3209,-39.89,-56.26
3210,-37.27,-56.2
3211,-37.09,-56
3212,-39.45,-56.43
3213,-39.97,-56.25
3214,-39.89,-56.26
3215,-39.78,-56.19
3216,-39.92,-56.26
3217,-35.95,-54.58
3218,-35.86,-54.37
3219,-35.93,-54.55
3220,-35.85,-54.31
3221,-35.69,-54.09
3222,-39.89,-56.23
3223,-35.52,-54.96
3224,-35.67,-54.09
3225,-35.51,-53.96
3226,-35.65,-54.09
3227,-35.5,-53.95
3228,-35.6,-53.83
3229,-39.97,-56.32
3230,-35.65,-54.08
3231,-39.94,-56.33
3232,-39.93,-56.35
3233,-39.84,-56.21
3234,-39.12,-59.04
3235,-39.31,-59.06
3236,-39.33,-59.15
3237,-39.53,-59.27
3238,-39.91,-56.27
3239,-39.79,-56.17
3240,-39.69,-56.17
3241,-39.8,-56.45
3242,-39.96,-56.78
3243,-39.89,-56.63
3244,-39.98,-56.65
3245,-39.92,-56.76
3246,-40,-56.91
3247,-39.91,-56.97
3248,-39.99,-57.12
3249,-39.94,-56.31
3250,-39.83,-56.2
3251,-39.67,-55.88
3252,-39.87,-55.99
3253,-39.68,-55.88
3254,-38.88,-58.03
3255,-38.55,-57.5
3256,-39.91,-56.85
3257,-39.92,-56.86
3258,-39.92,-56.88
3259,-39.9,-57.02
3260,-39.82,-56.83
3261,-39.72,-56.86
3262,-39.84,-56.84
3263,-39.81,-56.68
3264,-39.82,-56.96
3265,-39.91,-57.12
3266,-39.92,-57.22
3267,-39.97,-57.37
3268,-39.96,-57.38
3269,-39.87,-56.23
3270,-39.73,-56.18
3271,-39.67,-56.19
3272,-39.53,-56.1
3273,-39.39,-56.02
3274,-39.96,-56.91
3275,-39.94,-56.32
3276,-39.8,-56.23
3277,-39.94,-56.34
3278,-39.8,-56.24
3279,-39.66,-56.19
3280,-39.87,-56.31
3281,-39.74,-56.23
3282,-39.92,-56.36
3283,-39.78,-56.27
3284,-39.75,-59.08
3285,-39.91,-56.37
3286,-39.78,-56.28
3287,-39.98,-56.33
3288,-39.85,-56.24
3289,-39.87,-56.36
3290,-39.87,-56.4
3291,-39.75,-56.29
3292,-39.97,-56.49
3293,-39.83,-56.37
3294,-39.7,-56.27
3295,-39.93,-56.48
3296,-39.81,-56.38
3297,-39.69,-56.28
3298,-39.98,-56.58
3299,-39.86,-56.46
3300,-39.74,-56.35
3301,-39.53,-56.17
3302,-39.68,-56.19
3303,-39.81,-56.26
3304,-39.83,-56.65
3305,-39.91,-56.76
3306,-39.99,-56.89
3307,-39.93,-57.35
3308,-39.81,-57.24
3309,-39.91,-57.36
3310,-39.79,-57.25
3311,-39.22,-57.97
3312,-39.86,-56.99
3313,-39.99,-56.99
3314,-37.45,-56.28
3315,-37.47,-56.27
3316,-35.9,-54.45
3317,-35.79,-54.26
3318,-35.63,-54.06
3319,-35.49,-53.87
3320,-39.41,-55.82
3321,-39.53,-55.91
